13,78
11,55
13,78
9,36
10,45
15,105
9,36
11,55
13,78
14,91
10,45
12,66
11,55
15,105
14,91
6,15
9,36
8,28
8,28
8,28
10,45
15,105
9,36
9,36
13,78
5,10
7,21
7,21
5,10
10,45
14,91
13,78
10,45
9,36
12,66
8,28
12,66
15,105
15,105
7,21
15,105
11,55
10,45
14,91
11,55
9,36
11,55
7,21
5,10
10,45
5,10
6,15
5,10
5,10
9,36
7,21
6,15
8,28
13,78
12,66
14,91
15,105
12,66
5,10
8,28
12,66
10,45
14,91
13,78
10,45
8,28
11,55
15,105
8,28
8,28
7,21
15,105
5,10
15,105
9,36
8,28
6,15
8,28
15,105
8,28
8,28
14,91
14,91
11,55
12,66
8,28
10,45
8,28
7,21
14,91
15,105
14,91
6,15
14,91
11,55
